category,text
education,"renton high school pictured could end up changing its nickname from indians if a bill is approved in this year s legislative session. ivy pete remembers attending high school football games in her hometown. but instead of pride for her school she felt humiliated. pete a junior in high school in spokane and member of the pyramid lake paiute tribe said she experienced constant reminders of how her school used native images and names. the front office hosts a glass case containing two indian mannequins dressed in regalia akin to animals in a zoo she said. that her school would show such misrepresentations of a diverse culture she said only added to her frustration. why do we allow it to continue as harm is being done to our native students pete told the senate early learning k 12 education committee when she testified in support of a bill that would ban the use of native symbols names or images as public school mascots logos or team names. debra lekanoff d snohomish sponsored hb 1356 and said she felt it was time to address the lack of cultural sensitivity when it comes to using native images or names. lekanoff is the only native american member of the legislature. the regalia that native americans wear are intertwined within their cultures intertwined within their laws lekanoff said. when we see others in a mascot form using our regalia using our deer hide and salmon skin using the feathers and using them in mockery this is not a way in which we feel we are being honored. the proposed law would not apply to schools within tribal reservations or trust lands. schools who bought team gear or uniforms with native imagery before january 2022 would not have to return them but would still have to choose a new team name and logo before the end of 2021. this exception would also only apply to sports gear the school would still have to immediately stop including native imagery in any school newspaper or yearbook on any sign or on any program. in the bill s fiscal note the office of superintendent of public instruction does not anticipate costs to the ospi but the note adds that specific costs to affected schools could not be determined. in california a new state law changed the names of 44 schools at a cost of 23000 per school or 1 million to the state. for washington state more than 30 schools would have to replace their mascots to comply with hb 1356. the bill received widespread support when it passed the house feb. one of the five opposers was rep. brad klippert r kennewick who said he wanted to continue to feel proud of his own high school team and denied that the use of the name was disrespectful. we don t have the name of kamiakin high school as the kamiakin braves as a sign of disrespect. it s quite the opposite he said. pete said seeing her culture in her school only served to hurt her own self image as a student. i was that humiliated girl in the stands of her high school football games pete said. i do not feel honored and i do not feel proud. hb 1356 was voted out of its committee and now heads to the senate ways means committee for public comment. """
crime,"while not an overly complicated benefit initially signing up for medicare can be an overwhelming and anxiety inducing process. the intersection of health and wealth it s the foundation of a happy and successful retirement. and a major component in that equation will be your client s retirement health care coverage provided through medicare. while not an overly complicated benefit initially signing up for medicare can be an overwhelming and anxiety inducing process. medicare consists of an alphabet soup of plans coverage choices premium levels and enrollment rules. all that said there are a few key decisions your client will be required to make regarding their medicare coverage . what components of medicare should your clients choose to sign up for and how much can they expect to pay for the coverage . what are your clients options if they plan to keep working beyond age 65 . biden s plan for social security and medicare . here are some issues to discuss with your clients to help them make the best decisions. rather than waiting until the last minute to begin researching coverage options the time to start planning is now even if your client is still several years away from their 65th birthday. begin by reviewing the different parts of medicare with your client and what each component covers . part a hospital coverage covers things like inpatient hospital stays some home health care skilled nursing facility care and hospice requires no out of pocket annual premiums but has both annual deductibles and copays. part b medical coverage covers things like doctor visits outpatient services x rays and lab tests as well as preventive screenings carries both annual deductibles and copays and requires monthly premium payments. part c medicare advantage is a private all in one alternative to medicare that covers the services associated with parts a and b and usually part d . on the plus side these bundled plans tend to be more affordable and may offer broader coverage for example vision hearing and dental. providers must be medicare approved. but the plans typically come with greater restrictions and most plans act as hmos and require plan participants to go to their network of doctors and health care providers. part d prescription drug coverage is an optional add on prescription drug coverage that requires monthly premiums annual deductibles and copays. your client will need to enroll in an approved plan and be covered under both medicare parts a and b or part c . medigap is offered by private insurers to help fill any coverage gaps in part a and part b such as copayments coinsurance deductibles and potentially foreign travel health emergencies. there are 10 different types of medigap plans some cover more out of pocket costs than others. when considering medicare elections try to factor in your client s anticipated future health care needs. does your client have any pre existing conditions or a family history of chronic disease if so your client may want to explore more robust coverage options such as a medigap policy. medicare is generally available to anyone age 65 or older as well as to younger people with qualifying disabilities . part a is available premium free if your client paid medicare taxes for at least 10 years 40 quarters of their working life. if your client has fewer work credits than that however they ll be required to pay a monthly premium. for 2021 the premium would be 259 month if your client had between 30 39 quarterly credits or 471 month if your client has fewer than 30 quarterly credits. high income earners may also need to factor income related monthly adjustment amount irmaa surcharges into their medicare cost calculations. depending on your client s modified adjusted gross income agi from two years prior and their tax filing status they may fall into one of five income brackets that are subject to incrementally higher surcharges. for example a married filing jointly taxpayer had a 2019 modified agi of 500000. for 2021 this income amount falls in irmaa bracket 4 330000 to 750000 so their monthly part b premium would increase from to and they d be subject to a 71 surcharge in addition to what they pay for their part d coverage. any part b irmaa surcharges are added to your client s part b premium while part d irmaa surcharges are paid separately to medicare. it s important to note that medicare treats irmma payments the same as any other premium bill. if your client doesn t pay the surcharge on time they could potentially lose their coverage. if your client is working past age 65 and covered by their employer s health plan they can choose to defer signing up for medicare without incurring any penalties. in this case they ll be required to enroll for part a and or part b during their special enrollment period sep that begins the month after their employment or group coverage ends whichever comes first and lasts for 8 months. if your client chooses to continue their employer health coverage under cobra however it won t delay the start of their sep enrollment window. even if they re still working and covered by an employer s plan your client may want to enroll in medicare part a when they turn age 65 because it s usually premium free. the only real downside is that your client will no longer be eligible to contribute any additional pre tax dollars to their employer health savings account hsa . generally your client should stop contributing to an hsa six months before they enroll in medicare. if your client decides to enroll in medicare at 65 and stop contributing to an hsa they can continue to use their hsa for qualified medical expenses for as long as they have funds in their hsa. they ll therefore already be signed up and can simply add part b and d or choose a medicare advantage plan during their sep to postpone paying the monthly premiums until they actually need the coverage. for most people medicare coverage begins the first day of the month they turn age 65. if your client has already started receiving social security benefits they ll automatically be signed up for medicare part a and part b. if they haven t yet made a social security benefit claim they ll need to submit a medicare application. to avoid any coverage gaps or potentially higher premiums if they re not still covered by their employer plan they must sign up during their 7 month initial enrollment period iep spanning the three months preceding and following the month in which they turn age 65. in addition to the 7 month iep and the sep 8 month enrollment period that kicks in after they leave their employer s plan here are other annual enrollment dates they ll want to be aware of . general enrollment period those who missed their iep and sep can sign up during medicare s general enrollment period jan. 1 to march 31 with coverage taking effect on july 1. open enrollment period clients can join switch or drop a plan each year from oct. 7 with new coverage taking effect the following jan. part c open enrollment period if your client enrolled in a part c medicare advantage plan they can change plans each year between jan. unlike social security which rewards individuals for delaying their benefits depending on the circumstances your client could be penalized with higher monthly premiums if they fail to enroll in medicare on time. while the penalties for part a and part d are small the penalty for part b can be substantial. this penalty will be assessed for twice the number of years they delay signing up. so if your client waits two years beyond their first eligibility to enroll they ll be required to pay the higher premiums for four years. part d while typical small penalties for late enrollment in a medicare prescription plan are assessed for as long as individuals have coverage. the amount is calculated as 1 of the national base premium in 2021 for the total number of months of delay enrolling in part d. for the same 2 year 24 month delay above it would translate into a penalty x . here s where the penalties can become quite steep . part b for failing to enroll in part b the penalty is 10 for each 12 month period of delay. let s say your client turned age 65 in march of 2014 but didn t enroll in medicare until march of 2021 and had no employer plan during that time . your client s monthly premium will be 70 higher for as long as they have coverage. there s no late enrollment penalty for part c or medigap insurance although your client could be subject to underwriting and medigap rates may go up dramatically if they delay signing up . additionally they ll have an opportunity to dispute any penalties and or surcharges that are assessed by filing an appeal with the centers for medicare medicaid services. forms can be found on their website at 1 and march 31. unlike social security which rewards individuals for delaying their benefits depending on the circumstances your client could be penalized with higher monthly premiums if they fail to enroll in medicare on time. while the penalties for part a and part d are small the penalty for part b can be substantial. part a your client may be assessed a 10 increase in their monthly premium if they don t qualify for premium free coverage and fail to enroll when they re first eligible. this penalty will be assessed for twice the number of years they delay signing up. so if your client waits two years beyond their first eligibility to enroll they ll be required to pay the higher premiums for four years. part d while typical small penalties for late enrollment in a medicare prescription plan are assessed for as long as individuals have coverage. the amount is calculated as 1 of the national base premium in 2021 for the total number of months of delay enrolling in part d. for the same 2 year 24 month delay above it would translate into a penalty x . here s where the penalties can become quite steep . part b for failing to enroll in part b the penalty is 10 for each 12 month period of delay. let s say your client turned age 65 in march of 2014 but didn t enroll in medicare until march of 2021 and had no employer plan during that time . your client s monthly premium will be 70 higher for as long as they have coverage. there s no late enrollment penalty for part c or medigap insurance although your client could be subject to underwriting and medigap rates may go up dramatically if they delay signing up . additionally they ll have an opportunity to dispute any penalties and or surcharges that are assessed by filing an appeal with the centers for medicare medicaid services. forms can be found on their website at in most instances the entire medicare enrollment process can be completed online at the site provides extensive information along with resources to help your client select the right coverage for their circumstances . """
humanInterest,"recently my children and i were studying the parable of the sower and the different soils in sunday school. when it came to teaching about the rocky soil god gave me this neat idea of showing them rocky soil and then planting something in the little plastic box. so i gathered little plastic boxes like you put food up in from the dollar tree and scooped up different sized rocks and the soil from around my place that week before excited about the truths we would learn. sunday i explained to them that jesus said that some seeds fell on rocky soil and can things grow in rocky soil they said they could not because it wouldn t let the roots grow. so we gathered in a circle on the floor and i gave each of them their little boxes and we put a few small stones in the bottom of the boxes for drainage and i gave them some soil to put on top of that. i thought i took all those out i said. now when we put these big stones on top of this soil what happens to the water when it is poured on . it doesn t get through the youngster said can i please keep the worm that is in my box i like worms they are good for the soil. yes they are good for the soil and you may keep the worm in your box. so if we sow this seed into the box and those stones are over it will it grow . no i heard. those rocks are in the way of the light and plants need light. i don t have a worm for my box can i have a worm for my box . i looked over into my dirt and saw several squirming victims. yes you may have a worm for your box i told the little boy. looks like i have plenty for all of you to have a worm in your box i replied. so jesus is talking about people s hearts in this parable and when it comes to the stony soil what should we do we pray for that person before we sow god s word. before we give them god s word either by handing them a card with a scripture on it or just speaking it pray that god will remove the stones from their hearts so they can receive his word. pray that they will have ears to hear but that god will remove the stones such as unbelief uncaring unthankfulness that have hardened their hearts so the seed can grow and flourish. we spent a few minutes taking the big rocks from the top of their soil and i gave each of them several flower seeds to plant in their box. that s okay i m going to give you a lid to put on the box until you get it home so that the worm won t be climbing out during bro. so with boxes of planted seed and lids safely on i turned my little flock loose on the world worms and """
politics,"clatsop community action has a new veterans service officer. josh davis a army veteran and former veterans service officer for multnomah county has been on the job since early june. he replaces stephen bobian a coast guard veteran who was hired last year after clatsop county shifted the contract for the position from luke thomas a coast guard veteran to clatsop community action. josh davis is the county s new veterans services officer. the nonprofit operates the regional food bank and provides housing energy assistance and other critical services to low income people. the goal was to expand outreach to the county s more than 3600 veterans and help make the agency s social services more accessible. davis said his goal is to teach caseworkers at the agency about his role so they know to refer veterans who may be eligible for benefits. he said that while his role is to help veterans obtain benefits that is only part of the job. he wants to help create a more supportive community for veterans. and the va department of veterans affairs as innovative as it tries to be it s still the va and it s clinical davis said. and it s sterile and there s not as much warmth there. so a lot of what we are seeing in the community is veterans are not and their families are not engaging in va services. it s not that there s a lack of services. the services are there but they re not engaging and they re not engaging in these services for a reason. as much as they have tried to augment different types of things the framework is still there. they have not changed the framework and they ve not changed the culture enough to really truly serve veterans and particularly vulnerable veterans. davis who grew up in columbia county and was deployed three times said the north coast is where he convalesced after returning from iraq in 2005. he began working as an advocate for veterans about eight years ago while he was attending lower columbia college in longview washington. i knew that i wanted to do something that had to do with community building or community development or care but i did n t know what yet davis said. and so i was working on my transfer degree and i was always at the veterans information window at the registrar s office and there was always some kind of problem like my pay was wrong or it was late or i got dropped from a class because the university did n t receive payment from the va but they know that it s coming. and there was always constantly an issue. other veterans were having similar problems and davis found that part of the problem was that the information counter was short staffed. he began working at the information counter. he learned the system and helped create a framework to make it easier for veterans to get the information they needed. over the next couple of years he took on more responsibility and became president of the student veterans club. while receiving his degree in social work from portland state university davis began working with veterans in multnomah county and then became the county s veterans service officer. all of a sudden . the fire started burning and i was like ok this is what i m supposed to do davis said. i m supposed to build communities and be with veterans. """
crime,"business trafigura warned credit suisse over gupta invoice last year . commodity trader trafigura said last year that the bank s supply chain financial fund contained a suspicious invoice from businessman sanjeve gupta s business empire according to three people familiar with the matter. collapse of a 10 billion credit suisse fund suite with invoices linked to failed supply chain finance professionals green sill capitalinfuriated swiss bank customers who poured billions of dollars. credit suisse warns billion in debt connections with one of greensill s largest customers metal giant gupta can be difficult to regain. once one of britain s most valuable financial starters greensill applied for power in march counting former prime minister david cameron as an advisor. in july 2020 trafigura warned credit suisse over the so called accounts receivable listed in one of the supply chain finance fund s annual reports. accounts receivable indicates that trafigura is borrowing money from gupta s liberty commodities. gupta s liberty commodities is his leading metal trading business founded nearly 30 years ago and is part of the gfg alliance. before the collapse in march greensill lent money to clients including liberty and received invoices from suppliers and customers as collateral. the loan was then combined into an investment and sold primarily to a fund run by credit suisse. the fund account in question shows that liberty commodities has raised 30 million from greensill for a 30 million claim to trafigura one of the world s largest trading companies. that is credit suisse fund investors should have received a return when trafigura paid the invoice. however trafigura executives told credit suisse bankers that they didn t believe the bill was genuine a person familiar with the matter told. credit suisse internal review of funds. credit suisse executives subsequently contacted lex greensill the founder of the financial company of the same name according to two people familiar with the matter. credit suisse trafigura greensill capital and gupta s gfg alliance all declined to comment. trafigura s intervention was revealed because credit suisse s level of due diligence on the fund has attracted increased scrutiny. multiple class action proceedings involving dozens of wealthy investors in the fund are accelerating. the bank s commodity trade finance division shared concerns with gupta with compliance officials bloomberg reported last week. financial times report in april greensill s loan to liberty commodities was based on a suspicious invoice. the british serious fraud office last month the investigation has started suspected fraud and money laundering at gfg including a financing arrangement with greensill. gfg denied cheating and promised to fully cooperate with the sfo s investigation. so april letter gupta has allowed ft to raise funds for potential customers of liberty commodities because greensill s facilities allow promising or future accounts receivable. however according to a document sent by credit suisse to investors in april liberty commodities did not have a so called future accounts receivable system and could only raise funds for existing invoices. according to a gfg december 2019 document viewed by the financial times liberty commodities had the usual accounts receivable feature but greensil provided future accounts receivable to some industrial businesses. this is in contrast to the function. the ft has previously reported that several european metal companies listed on invoices from liberty commodities have denied trading with gupta s group. gfg had previously denied cheating in response to ft reports. in contrast to these companies trafigura has recently had a multifaceted relationship with gupta who started his career as a commodity trader before buying a metal factory. in addition to purchasing metal from gupta we also offer a trading company part of a 350 million loan it confirms the purchase of a french aluminum smelter in 2018. trafigura warned credit suisse over gupta invoice last year trafigura warned credit suisse over gupta invoice last year . """
environmental,"a sign for the dakota access pipeline is seen north of cannonball and the standing rock reservation on thursday may 20 2021. ap dakota access oil pipeline opponents asked a judge friday to require the pipeline company and the army corps of engineers to provide detailed monthly status reports while the federal government conducts an extensive environmental review of the project. the request comes after district judge james boasberg ruled in may that the pipeline which carries oil from north dakota to a shipping point in illinois may continue operating while the army corps of engineers conducts the review known as an environmental impact statement. boasberg issued his may ruling after attorneys for the pipeline s texas based owner energy transfer argued that shuttering the pipeline would be a major economic blow to several entities including north dakota and the mandan hidatsa and arikara nation in the heart of the state s oil patch. earthjustice attorney jan hasselman who represents the standing rock sioux and other tribes said a decision on whether to appeal that order could come later. attorneys for the standing rock sioux and other tribes say the pipeline is operating illegally without a federal permit granting easement to cross beneath lake oahe a missouri river reservoir near the standing rock reservation that is maintained by the corps. they said preventing financial loss should not come at the expense of the other tribes especially when the law has not been followed. the standing rock sioux which more than four years ago sued the corps for granting permits that led then president donald trump to approve pipeline construction draws its water from the missouri river and says it fears pollution. the company has said the pipeline is safe. the billion 1172 mile 1886 kilometer pipeline began operating in 2017 after being the subject of months of protests during its construction. environmental groups encouraged by some of president joe biden s recent moves on climate change and fossil fuels were hoping he would step in and shut down the pipeline. but the biden administration left it up to boasberg. attorneys for the tribes on friday also requested that boasberg s court retain jurisdiction over the litigation until the environmental work is completed and a new easement is issued. boasberg ordered further environmental study in april 2020 after determining the corps had not adequately considered how an oil spill under the missouri river might affect standing rock s fishing and hunting rights or whether it might disproportionately affect the tribal community. """
economy,"more info collectible toys games . larger pieces of macdonald tarzan toys from the 1990 s happy meals. in great collectible condition. each. the following services are also made available by this seller. please reach out to them for more info as there may be additional costs. offers curbside pick up . offers cashless payment . 15 visits . larger pieces of macdonald tarzan toys from the 1990 s happy meals. in great collectible condition. each. additional options . the following services are also made available by this seller. please reach out to them for more info as there may be additional costs. offers curbside pick up . offers cashless payment . """
religion,"in the opening moments of genius aretha cynthia erivo s aretha franklin is seen on stage as her career begins to skyrocket. the scene then cuts to franklin in a gaggle of reporters peppered with questions one of which comes from a man asking whether her children were in the audience. franklin responds it s past their bedtime. to which the man snickers in reply weren t you a mother at that age . genius aretha is one of several recent series in both the scripted and docuseries space that offers nuanced and unapologetic portraits of female historical and pop culture figures. telling their tales now and under the careful influence of female leadership allows these projects to reflect the cultural awakening about sexism and gender stereotypes that existed in film and tv since the days of silent movies. with genius aretha the deft female hands behind the scenes include courteney monroe president of national geographic global television networks and suzan lori parks who penned the scripts for all eight episodes. nowhere are their sharp eyes more evident than in the show s handling of the fact that franklin became a mother at the age of 12. rather than making it a source of shame other than showing glimpses of how outsiders instantly judged her franklin s early entr e to parenthood is dealt with as part of her journey. one of the laws of writing is write what you know. one of the advantages of having been a 12 year old girl myself is that i know what that was like parks says. the reconsideration of how prominent women have been treated by history hit a fever pitch earlier this year when the samantha stark directed framing britney spears documentary an episode of fx s the new york times presents series sparked some soul searching for the media establishment. the level of misogyny displayed in mainstream media coverage of spears public trauma a decade ago was shocking when viewed through a post metoo lens. similarly netflix s the crown has excelled in delivering three dimensional portraits of iconic women. in season 4 gillian anderson made margaret thatcher come alive beyond her iron lady image and helmet of teased hair while emma corrin s knockout performance reinforced how young and vulnerable princess diana was when she walked down the aisle with prince charles in 1981 and how clueless she was about her husband s true love. we re very aware that after getting more and more closer to the present day there is obviously a very emotional sense of responsibility and the need to conduct ourselves as well as we possibly can whilst allowing people the freedom to find the drama and to find the stories that connect and that feel truthful says the crown executive producer suzanne mackie. i think people will bring to it their own memories their own sense of gosh i remember what it felt like when the drama has to reflect that emotional connection. emily carman associate professor of film studies at chapman university stresses the importance of that personal perspective. there are more female directors and writers working in hollywood and that means you re getting that point of view in a more multi faceted way than ever before she says. it s finally coming through in the way these stories are told and which stories are greenlit. it s making us think about how we can revisit how we tell the true stories of women s involvement in history. the women behind genius aretha lifetime s robin roberts presents mahalia and apple tv plus dickinson undoubtedly helped shape those eponymous leads stories so that they showcased more than just home family and romantic relationships. specifically all three of these bio projects focus heavily on women striving for professional success and achievement. alena smith creator and showrunner of dickinson says part of her goal with her comedy is to counter the conventional wisdom that the titular character was morose and isolated for most of her life. smith says there has been a steady stream of scholarly research based on dickinson s letters and poems to demonstrate that young emily played by hailee steinfeld had more control of her 19th century life than history has presented. our version of emily is never a victim of circumstance even though her circumstances were difficult especially because of her gender she says. she s a very paradoxical very mysterious figure which invites reinterpretation. linda berman an executive producer of mahalia says that film s storytelling focus was firmly on the titular mahalia jackson s determination to use her voice as a spiritual vessel. for genius aretha franklin s story was rooted in her outsized talent as a musician from the start. although she did not formally read music franklin s raw talent and instincts helped define the sound of her generation. lady singers were for so long looked at as oh she has great pipes but not as musicians parks says. it was very important to me to show her as a brilliant pianist. she was the one in the studio crafting her sound. the question whose stories are told and why is particularly fraught when it comes to the stories of women from underrepresented backgrounds. historically black women and other women of color haven t had a lot of biopics. the question is why do we prioritize some stories over others says roxane gay author and cultural commentator. when women s stories are told from a male point of view they tend to tell such weird slices of the story. parks credits erivo and a strong supporting cast for bringing depth and nuance to the relationships that were most important in franklin s life. during the filming of episode 2 parks recalls erivo and patrice covington who plays franklin s sister erma questioning the nature of the conversation in the script between the two of them about the men in their lives. the actors suggested that the sisters would be more likely to drink wine and trade a few barbs. parks recalls ducking behind a curtain on the set to do a lightning fast rewrite. that moment of female collaboration stands out to parks because it embodied the spirit of striving to find the authentic core of both women. we ve been trained to see women in a certain way just like we ve been trained to see black people in a certain way parks says. as artists we have to endeavor to look at each other and find who we really are. manori ravindran contributed to this report. """
economy,"n amps narrowband advanced mobile phone system . navstar navigational satellite timing and ranging system . nema national electrical manufacturers association . nems nanoelectromechanical systems . nhpis near horizon partial isotropic sensitivity . nhprp near horizon partial radiated power . nic network interface card wlan . nist national institute of standards and technology . nmc network management center . nmr nuclear magnetic resonance . nmse normalized mean square error . nmt nordic mobile telephone system . nods near obstacle detection system . nqr nuclear quadruple resonance . nsa normalized site attenuation . nssn national standards system network . ntsc national television systems committee . """
education,"as one of new jersey s most turbulent school year comes to an end districts have stopped switching their learning styles leaving students to finish out the year as they had been learning for most of june. as of june 15 state figures show 359 school districts were in hybrid instruction five were remote and 405 were fully in person. forty two districts have different educational formats for individual schools. the passaic city school district is the last public remote district after the paterson school district welcomed a limited number of children back this week switching paterson s designation to combination. passaic city is expecting to hold in person summer school at the conclusion of the regular school year. during the peak of new jersey s second coronavirus wave in january 339 districts were totally virtual. this is the first week more than 400 districts including charter and approved special services schools have been open for in person learning. this could be the only year when how students learn changes. the option to learn virtually will be rescinded in the fall and reserved only for students and teachers with medical concerns gov. whether masks are required is now regulated by local districts murphy said previously. although the number of virtual districts plummeted in the final weeks of the school year one public school two charter schools and two special service schools remain totally remote. and just because schools are open doesn t mean all students went back to classrooms this year. the number of students being offered each educational type does not take into account students who are voluntarily learning virtually an option all schools must provide. when newark the state s largest school district reopened for hybrid learning about 39 of its 36460 students returned to classrooms. state officials have said that as of october 2020 the most recently available data about a quarter of students in a district with open schools were voluntarily learning virtually. data for the end of the year is not yet available. there have been 281 outbreaks and 1263 cases of the coronavirus linked to schools in new jersey. for cases to qualify as an outbreak they must be confirmed to have been transmitted in the classroom or during academic activities. all 21 counties have seen an in school outbreak. all new jersey residents 12 and older are currently eligible for the vaccine and pfizer will likely seek authorization for younger children this fall. over 321000 children between 12 17 have received at least one dose of a vaccine. the five districts that have been remote the entire year are . englewood on the palisades charter school charter . gray charter school charter . st. joseph s school for the blind special services school district . passaic city school district public district . matheny school and hospital special services school district . please consider supporting with a subscription. katie kausch may be reached at tell us your coronavirus story or send a tip here. """
labour,"raymond j. donovan who resigned as labor secretary in the reagan administration while facing criminal charges of having earlier schemed to defraud new york city of millions of dollars when he was a new jersey construction company executive charges of which he was acquitted by a jury died on wednesday at his home in new vernon the fraud charges were in an indictment that the bronx district attorney obtained in 1984 in one of two criminal investigations that buffeted mr. donovan s tenure as labor secretary from february 1981 to march 1985. the other investigation was by a federal special prosecutor who pursued allegations that mr. donovan also before he joined the government had had connections with organized crime figures and had witnessed an illegal payoff to a union leader. that investigation ended without charges being brought. mr. donovan denied wrongdoing during both investigations calling himself a victim of baseless allegations and vicious attacks. he traced the accusations in the indictment to people he called lying informers and said the bronx district attorney a democrat had been politically motivated to seek a high profile republican scalp. nevertheless he resigned from the government five months after he was indicted when a judge refused to dismiss the charges. after he was acquitted in a widely quoted remark he said which office do i go to to get my reputation back . mr. donovan s legal battles were just one line of contention that dominated his time as labor secretary. another was his antagonistic relations with top leaders of organized labor. mr. donovan right spoke with senator bob dole of kansas in 1983. as labor secretary mr. donovan sought to relax labor regulations imposed on corporations. the union leaders saw them as the business favoring moves of a hard right republican administration seeking to reverse labor s hard won gains. the previous democratic administration of jimmy carter had enacted or proposed regulations strengthening a number of employment standards including those on occupational safety and health. mr. donovan withdrew or suspended them. at the same time he sought to reverse decades old laws prohibiting workers in several industries like the knitted outerwear business from working at home and to expand the types of jobs and hours that 14 and 15 year olds could legally work. labor leaders said such steps would foster violations of minimum wage child labor and other laws. mr. donovan countered we are not cutting out any health and safety requirements meaningful to the protections of workers. rather he said the labor department was changing the approach to labor practice scrapping what he called a regulatory police state mentality that had prevented some america industries from being competitive with their foreign counterparts. mr. donovan however did not play a central decision making role in the reagan administration s biggest labor confrontation over an illegal strike in 1981 by most of the nation s air traffic controllers for which the president fired them. the transportation department not the labor department took the lead on the government side because the controllers worked for the federal aviation administration part of the transportation agency. mr. donovan who had grown wealthy in the construction industry before joining the administration held that his early life struggles and his working career had given him insight he said into what workers needs are and what motivates them. raymond james donovan was born on aug. 31 1930 in the st. andrew s section of bayonne the seventh of 12 children of david and eleanor donovan. both parents died by the time he was 18 leaving the older children to raise the younger ones. ray attended st. andrew s school and st. peter s prep in jersey city then went on to study at holy trinity seminary in alabama and the notre dame seminary in new orleans graduating in 1952. but instead of going into the roman catholic priesthood as he had considered he returned to bayonne. it was my turn to take care of the younger ones he said in a 1980 interview with the new york times. mr. donovan was a member of the electrical workers union and also worked in the insurance business until 1959 when he joined the schiavone construction company then a small three year old new jersey concern. becoming executive vice president in 1971 a position in which he oversaw labor relations and negotiated with the unions he helped expand schiavone into a major heavy construction company. he and the founder ronald a. schiavone owned 90 percent of its stock. mr. donovan married catherine sblendorio in 1957. she survives him along with their daughter mary ellen stewart two sons ken and keith nine grandchildren a great grandson and two of his siblings. a democrat early on mr. donovan said he became a republican when he found himself more in tune with its principles. reagan nominated him for labor secretary after mr. donovan had been a major fund raiser and a new jersey campaign leader for him in the 1980 presidential election. his confirmation hearing in the senate was rocky. it unearthed allegations by underworld informers that mr. donovan and his company had been involved in payoffs to union extortionists to obtain labor peace and that they had engaged in both business and social activities with organized crime figures. the said it could not corroborate the allegations and the senate approved the nomination in february 1981. but the following december a special prosecutor was appointed to take a new look at mr. donovan s construction company activities after an allegation surfaced that had not been passed on to the senate at the time of the hearing. the accusation was by an informer who said that he was with mr. donovan and other schiavone company officials at a queens restaurant in 1977 when one of the officials handed an envelope containing 2000 to the president of a local construction union. mr. donovan responded that not only had he not witnessed any payoff but that he had also never in his life been in that restaurant. after a six month investigation which also re examined the former allegations of donovan ties to crime figures the special prosecutor leon silverman said he had found no corroborating evidence of the payoff or of the lunch. overall he said there was insufficient credible evidence to warrant prosecution of secretary donovan on any charge. two months later after reopening the investigation to look at still other allegations of past connections with crime figures mr. silverman issued the same finding. mr. donovan said that he felt vindicated but that he would have been far happier if mr. silverman had couched his findings in words more positive for mr. donovan than insufficient credible evidence. the phrase boils my blood he said. the bronx indictment was announced in october 1984 the first ever of an incumbent presidential cabinet member a library of congress researcher said at the time. it accused mr. donovan and nine other men officials of his company and of a subcontracting company of scheming in the 1970s to steal million from the new york city transit authority through fraudulent transactions in a project in which schiavone was constructing a subway tunnel. denying political motivations the bronx district attorney mario merola said his office had come upon the purported scheme while conducting another investigation. in may 1987 mr. donovan and seven other men were acquitted of all charges by a jury that had deliberated barely 10 hours after an eight month trial. several jurors said they had found the evidence sorely lacking and said the indictment should not have been brought. mr. donovan later served as president of schiavone until the company was sold in 2007. """
